T.d0,T.d1,T.d2,T.d3,T.d4,T.d5,T.d6,T.d7,T.d8,T.d9,T.d10,T.d11,T.d12,T.d13,T.d14,T.d15,T.d16,T.d17,T.d18,T.d19,T.d20,T.d21,T.d22,T.d23,T.d24,T.d25,T.d26,T.d27,T.d28,T.d29,T.d30,T.d31,T.d32,T.d33,T.d34,T.d35,T.d36,T.d37,T.d38,T.d39,T.d40,T.d41,T.d42,T.d43,T.d44,T.d45,T.d46,T.d47,T.d48,T.d49,T.d50,T.d51,T.d52,T.d53,T.d54,T.d55,T.d56,T.d57,T.d58,T.d59,T.d60,T.d61,T.d62,T.d63,T.d64,T.d65,T.d66,T.d67,T.d68,T.d69,T.d70,T.d71,T.d72,T.d73,T.d74,T.d75,T.d76,T.d77,T.d78,T.d79,T.d80,T.d81,T.d82,T.d83,T.d84,T.d85,T.d86,T.d87,T.d88,T.d89,T.d90,T.d91,T.d92,T.d93,T.d94,T.d95,T.d96,T.d97,T.d98,T.d99,T.d100
664.81,886.56,1091.6,1280.2,1452.7,1610.3,1754.4,1886.7,2008.6,2121.4,2226.5,2324.8,2417.3,2504.8,2587.9,2667.5,2743.9,2817.8,2889.6,2959.6,3028.2,3095.7,3162.3,3228.3,3293.9,3359.1,3424.1,3488.9,3553.5,3617.9,3682.2,3746.4,3810.4,3874.3,3938.1,4001.8,4065.5,4129.1,4192.7,4256.2,4319.6,4383.1,4446.5,4509.9,4573.2,4636.6,4699.9,4763.3,4826.6,4889.9,4953.2,5016.5,5079.8,5143.1,5206.4,5269.7,5333,5396.3,5459.6,5522.8,5586.1,5649.4,5712.7,5775.9,5839.2,5902.5,5965.7,6029,6092.2,6155.5,6218.8,6282,6345.3,6408.5,6471.8,6535,6598.3,6661.5,6724.8,6788,6851.3,6914.5,6977.8,7041,7104.2,7167.5,7230.7,7294,7357.2,7420.5,7483.7,7546.9,7610.2,7673.4,7736.6,7799.9,7863.1,7926.4,7989.6,8052.8,8116.1
