Year,Day,Hour,ACN 3,ACN 10,ACN 20,AHN 3,AHN 10,AHN 20,ECN 3,ECN 10,ECN 20
2008,249,1500,2298.917376,3716.917581,4021.866024,2356.231056,4459.384895,6014.584709,2722.729729,3619.902179,5915.041408
2008,249,1600,2252.342227,3715.581623,4055.270854,2284.818139,4407.311874,6055.763111,2665.087726,3544.321608,6003.490013
2008,249,1700,2189.726969,3682.095917,4056.118948,2200.429721,4323.033029,6057.224951,2613.206417,3474.974589,6056.957017
2008,249,1800,2136.05493,3651.950963,4030.304952,2127.329065,4261.097689,6018.977545,2604.763145,3420.616524,6074.421833
2008,249,1900,2082.653717,3624.140019,4005.033501,2064.874611,4201.218216,5965.935857,2581.953206,3375.414033,6087.611344
2008,249,2000,2040.6833,3595.391838,3979.331184,1994.43284,4137.547933,5912.446998,2512.098498,3303.943223,6078.410015
2008,249,2100,2005.032207,3551.97747,3929.829142,1951.748043,4075.888104,5863.412224,2352.572513,3159.159378,6038.758919
2008,249,2200,1970.410232,3506.9877,3884.297407,1954.223929,4019.825768,5772.884404,2223.31398,3031.99823,5972.799934
2008,249,2300,1945.366403,3474.484118,3832.555525,1940.724708,3983.529008,5696.81183,2151.228305,2951.044998,5902.782921
2008,249,2400,1908.87227,3439.210948,3792.056703,1908.246111,3951.751391,5629.513546,2107.807724,2889.707542,5833.70799
2008,250,100,1876.106341,3410.788299,3760.19068,1868.976833,3919.451448,5582.657168,2078.548617,2850.584458,5774.663685
2008,250,200,1850.646521,3376.279135,3726.642842,1858.858143,3896.258769,5533.126984,2043.836209,2812.288565,5724.070104
2008,250,300,1834.379895,3370.390335,3697.869545,1884.453336,3901.824012,5499.259136,2002.410285,2798.55764,5675.30116
2008,250,400,1824.417982,3341.107454,3674.576982,1897.365731,3860.652431,5457.612425,1950.706761,2765.013488,5613.536208
2008,250,500,1833.279221,3298.512642,3649.419237,1883.15442,3817.819098,5429.472147,1909.975788,2726.935714,5572.789518
2008,250,600,1798.726354,3262.184421,3607.757555,1841.415179,3766.48573,5368.308224,1886.235378,2679.629967,5509.83609
2008,250,700,1759.189648,3218.519157,3569.431307,1823.87262,3714.819328,5328.273764,1857.018762,2640.718024,5449.473019
2008,250,800,1727.457576,3174.841257,3535.801092,1827.160508,3684.427822,5263.078535,1881.456414,2625.522534,5385.246712
2008,250,900,1714.465411,3152.989538,3501.524026,1846.337493,3649.645516,5212.051822,1950.827128,2643.894364,5333.588313
2008,250,1000,1717.057952,3126.815206,3488.768698,1834.794465,3637.280168,5160.739462,2026.404381,2687.173544,5303.480216
2008,250,1100,1750.31751,3130.507026,3493.032207,1844.188349,3656.250803,5141.334991,2112.481959,2748.687522,5299.580308
2008,250,1200,1815.184745,3150.523892,3521.172842,1909.823987,3692.571389,5133.675103,2215.160962,2818.451559,5328.413867
2008,250,1300,1899.320582,3209.967523,3577.531514,1991.674914,3746.162288,5159.506357,2333.133785,2900.3236,5381.611626
2008,250,1400,1972.566089,3287.461401,3665.191917,2038.675137,3863.875897,5223.225654,2477.133747,3001.200895,5478.842488
2008,250,1500,2031.711883,3345.61146,3756.57347,2061.840252,3930.896277,5308.173063,2487.55904,3043.169259,5579.650017
2008,250,1600,2062.882402,3420.854783,3835.744449,2065.174106,4017.645243,5400.06814,2459.180015,3100.08169,5689.086292
2008,250,1700,2035.710518,3493.833992,3938.833467,2094.64883,4089.307318,5517.935668,2443.44019,3189.766764,5815.392131
2008,250,1800,1988.813759,3518.063162,4005.367432,2025.114153,4096.711231,5614.591074,2381.597363,3231.264534,5921.550839
2008,250,1900,1950.723505,3509.343694,4037.49625,1977.131488,4044.994018,5687.118267,2306.438707,3194.127551,6005.056279
2008,250,2000,1916.531027,3488.243476,4015.318999,1957.039907,3962.599652,5696.081723,2242.431572,3125.469901,6039.08603
2008,250,2100,1875.724154,3437.216685,3968.660156,1918.199573,3874.260146,5645.070187,2108.921036,3001.936732,6023.185822
2008,250,2200,1854.175931,3388.533515,3898.154042,1891.518001,3803.590726,5574.662038,1996.580641,2897.353794,5971.091028
2008,250,2300,1816.528601,3343.046693,3822.166089,1872.551894,3751.322096,5479.955481,1940.583727,2804.052722,5888.61576
2008,250,2400,1792.145446,3299.609026,3752.82136,1852.717316,3719.568437,5410.174184,1919.120409,2742.999464,5800.042208
2008,251,100,1779.738211,3268.005693,3709.01014,1838.167493,3691.513969,5338.563554,1904.922209,2704.702781,5722.968428
2008,251,200,1794.396395,3258.2912,3672.577823,1844.672106,3674.638166,5285.627832,1903.987867,2687.924387,5665.247314
2008,251,300,1741.929366,3233.720176,3645.877032,1826.828473,3658.029316,5246.241633,1862.739965,2652.142054,5600.443263
2008,251,400,1712.424234,3199.845753,3614.740791,1802.812578,3623.590577,5216.885595,1808.549182,2617.239961,5553.153418
2008,251,500,1727.855481,3179.097131,3585.951276,1767.750127,3595.060382,5175.469516,1774.418309,2592.889425,5504.726145
2008,251,600,1712.672075,3146.024362,3539.735278,1738.465983,3546.842672,5124.025173,1738.703636,2549.107006,5443.023298
2008,251,700,1671.665617,3104.953878,3494.122088,1691.944067,3504.926567,5073.652683,1738.371207,2535.365683,5374.072946
2008,251,800,1654.331883,3072.024985,3449.437157,1705.840088,3478.552414,5015.718954,1924.852275,2595.821978,5308.822365
2008,251,900,1613.135714,3031.839084,3408.288902,1716.620873,3445.606804,4946.900021,2023.930706,2585.476297,5251.626103
2008,251,1000,1608.997758,3010.149934,3394.356893,1700.350061,3437.48285,4901.462663,2080.576446,2606.516884,5217.046988
2008,251,1100,1645.53691,2991.260517,3397.855606,1741.161515,3436.812831,4857.264643,2210.503234,2667.112054,5216.318681
2008,251,1200,1732.681517,3031.484198,3438.257124,1830.309942,3514.73044,4873.851943,2380.187558,2796.031311,5267.028917
2008,251,1300,1816.676927,3112.107685,3523.36145,1880.715022,3647.498031,4933.816366,2532.852649,2979.018116,5360.668001
2008,251,1400,1871.082222,3244.108901,3647.394093,1976.289949,3807.825934,5059.488774,2550.959209,3156.42138,5503.582821
2008,251,1500,1902.388192,3300.517567,3766.866523,1983.848559,3876.514781,5210.617355,2399.59335,3224.460348,5660.589428
2008,251,1600,1909.602525,3341.113773,3869.984658,2005.209439,3895.574006,5346.101487,2345.30621,3281.989619,5828.968095
2008,251,1700,1871.566768,3393.083593,3956.155275,1971.17129,3949.860067,5479.368469,2298.558409,3333.841231,5972.065729
2008,251,1800,1833.575714,3403.147444,4002.286316,1949.545587,3954.463588,5562.925856,2240.135209,3292.901591,6073.859753
2008,251,1900,1785.47142,3370.415477,3990.060448,1909.063403,3901.57338,5593.475432,2160.365739,3208.043949,6119.041525
2008,251,2000,1738.109386,3323.396825,3945.312675,1840.401067,3815.790742,5568.945037,2061.246317,3095.517791,6109.895667
2008,251,2100,1694.905843,3262.524696,3881.075679,1782.330042,3716.891781,5516.125849,1895.373443,2947.713856,6058.64436
2008,251,2200,1664.348372,3218.397527,3804.352969,1738.202741,3699.941209,5428.978905,1784.502011,3153.960342,5971.708578
2008,251,2300,1631.537662,3235.627559,3725.402214,1708.828954,3721.368933,5339.487164,1720.597471,3242.962891,5874.336183
2008,251,2400,1603.456157,3196.556997,3659.041296,1663.839421,3670.072029,5258.515232,1667.831421,3196.076794,5778.960551
2008,252,100,1591.8937,3165.579849,3598.460764,1642.083716,3622.96268,5193.388298,1627.368192,3153.202654,5689.650767
2008,252,200,1579.625234,3120.152658,3541.301545,1628.230582,3592.764019,5117.605165,1598.042504,3096.835979,5602.491812
2008,252,300,1568.035213,3079.131668,3478.224644,1626.439774,3549.430079,5056.317932,1589.145961,3026.534215,5508.500369
2008,252,400,1562.838442,3042.378399,3427.694089,1629.156789,3514.568793,4974.476051,1590.991108,2971.879051,5423.287498
2008,252,500,1560.103972,3017.383249,3371.93804,1635.944942,3498.674456,4908.802214,1588.977733,2917.809661,5349.405039
2008,252,600,1546.182915,2993.053906,3342.40566,1633.682224,3486.697297,4850.558447,1588.585199,2879.092538,5270.161818
2008,252,700,1537.666585,2976.466513,3308.66561,1617.957011,3462.995456,4809.592248,1604.64371,2844.453977,5202.918712
2008,252,800,1544.143239,2949.778675,3275.305378,1605.890815,3443.333345,4769.146663,1731.635812,2857.602682,5152.185809
2008,252,900,1528.287549,2936.414089,3250.173433,1602.900054,3395.622032,4724.151867,1854.883203,2895.413502,5108.532892
2008,252,1000,1521.993341,2928.943174,3228.020692,1592.854105,3328.003505,4683.134989,1941.774914,2936.810046,5074.85679
2008,252,1100,1523.260744,2925.733267,3212.179456,1593.882038,3297.702432,4635.088596,2042.274761,2974.399588,5046.135831
2008,252,1200,1537.530344,2925.222789,3222.512684,1589.918709,3323.263084,4632.544605,2070.860242,3048.496375,5058.468771
2008,252,1300,1562.762462,2916.186871,3258.069264,1586.319243,3355.957403,4644.073192,2087.20569,3121.244829,5085.279029
2008,252,1400,1585.277645,2931.383019,3292.096251,1575.246466,3382.727118,4661.050478,2126.554422,3177.306902,5120.593085
2008,252,1500,1614.456903,2962.679907,3340.127304,1592.159707,3418.036752,4698.434439,2203.023368,3267.536153,5177.064541
2008,252,1600,1631.029816,3005.866811,3393.849179,1591.003903,3468.685093,4744.255821,2191.088596,3344.849559,5250.184969
2008,252,1700,1619.707539,3041.283068,3436.622856,1590.996479,3507.710899,4798.229249,2169.644944,3369.220367,5318.027748
2008,252,1800,1604.096927,3051.091944,3466.101424,1558.094072,3508.965113,4841.118009,2148.756526,3360.580143,5386.379532
2008,252,1900,1577.557757,3033.591797,3470.945073,1508.612512,3467.743117,4848.669221,2132.760567,3336.707835,5407.316523
2008,252,2000,1549.00687,3005.531143,3452.103992,1462.240501,3408.561702,4829.744712,2090.104992,3280.597189,5413.473226
2008,252,2100,1517.19329,2967.160745,3416.278905,1422.048255,3343.576786,4785.901448,1933.78349,3169.694612,5386.394091
2008,252,2200,1493.109708,2937.249178,3370.849081,1389.278535,3306.135595,4743.60214,1806.355888,2992.75628,5339.225691
2008,252,2300,1473.825152,2908.111622,3331.375454,1356.411353,3284.402084,4694.136999,1748.717756,2835.82402,5276.939572
2008,252,2400,1454.776905,2883.190582,3286.995151,1328.127895,3259.019402,4652.897348,1707.279432,2735.767466,5215.282059
2008,253,100,1447.175803,2862.467497,3258.560392,1298.07598,3241.705123,4611.690219,1679.445373,2670.189668,5153.518397
2008,253,200,1430.814954,2834.450019,3225.086086,1275.199618,3224.634895,4570.515611,1658.531208,2623.527877,5097.48481
2008,253,300,1412.475638,2818.030987,3191.756077,1255.164586,3204.463754,4529.373525,1640.220088,2573.629589,5036.218173
2008,253,400,1405.105792,2790.555712,3169.258902,1254.595767,3184.417797,4504.423873,1615.149406,2531.264742,4986.126409
2008,253,500,1397.495686,2766.759751,3136.966989,1244.972602,3164.49505,4464.87832,1598.473581,2500.253764,4937.284672
2008,253,600,1387.264212,2742.791877,3120.227163,1248.235453,3148.149206,4440.417304,1577.070446,2469.094303,4887.955308
2008,253,700,1379.479559,2718.370521,3093.461134,1247.352054,3123.489066,4409.188571,1559.943168,2459.793274,4844.791308
2008,253,800,1373.683403,2690.328427,3069.097119,1267.817293,3095.725116,4373.723377,1669.423671,2475.44356,4808.361202
2008,253,900,1346.306248,2664.745266,3029.358854,1315.688278,3063.037904,4315.495329,1752.56688,2484.506331,4750.335459
2008,253,1000,1364.509086,2627.514559,3013.77212,1342.794609,3037.691817,4282.569247,1791.477901,2483.958995,4719.198849
2008,253,1100,1433.290998,2630.822007,3046.79492,1419.204003,3057.711052,4289.106332,1792.423142,2496.52943,4726.419263
2008,253,1200,1498.092363,2695.086092,3108.208803,1505.572545,3158.136841,4337.273324,1840.43961,2480.995245,4766.215026
2008,253,1300,1564.799769,2791.122266,3215.165848,1614.306682,3300.50414,4437.963017,1931.116707,2545.417028,4841.792938
2008,253,1400,1614.184183,2888.279966,3331.722653,1652.402385,3429.009539,4569.096049,1958.26545,2654.533063,4946.592151
2008,253,1500,1658.685457,2954.905838,3448.815,1689.165211,3503.610222,4707.834225,2047.873702,2753.333693,5084.856272
2008,253,1600,1664.444097,2999.515184,3539.477459,1644.981202,3499.751621,4815.808454,2119.082375,2831.468498,5205.303402
2008,253,1700,1650.259244,3029.26484,3590.801007,1616.33846,3498.915873,4890.609709,2185.188738,2884.266299,5323.917233
2008,253,1800,1647.250001,3036.90609,3625.56699,1615.098463,3487.269249,4934.115293,2217.986812,2884.711619,5403.893184
2008,253,1900,1623.809954,3061.533191,3634.415407,1563.895835,3492.972576,4954.832276,2135.358242,2881.396404,5469.281244
2008,253,2000,1575.280901,3052.97221,3629.19581,1549.120286,3476.309362,4963.585698,1978.930432,2795.259538,5497.174564
2008,253,2100,1554.984286,3021.248169,3606.570186,1546.63113,3441.328815,4962.648809,1826.908638,2690.618945,5503.798806
2008,253,2200,1577.287327,3004.514925,3573.725592,1567.229531,3405.838974,4931.83337,1764.818601,2628.432578,5475.684893
2008,253,2300,1558.610842,2993.485535,3532.842344,1577.079213,3383.774402,4889.096377,1720.986056,2579.719921,5425.08652
2008,253,2400,1506.496619,2951.912733,3488.462042,1549.09517,3349.807967,4856.6695,1664.305091,2518.787636,5374.016
2008,254,100,1486.425731,2920.684558,3459.801529,1546.599538,3326.33122,4823.631762,1624.380037,2472.302498,5320.205299
2008,254,200,1463.119161,2887.667339,3412.858699,1532.700516,3293.507373,4779.35542,1587.337462,2425.164454,5251.306363
2008,254,300,1426.30097,2854.508219,3366.414921,1513.636079,3264.201325,4735.686958,1548.707691,2377.014666,5191.70477
2008,254,400,1406.497984,2825.77794,3335.545713,1503.775103,3238.859844,4698.872936,1519.719882,2340.686709,5134.019961
2008,254,500,1399.930582,2785.085772,3299.906388,1492.142353,3205.273043,4671.187417,1488.50466,2304.024663,5083.048035
2008,254,600,1400.846995,2759.359393,3259.14735,1477.918247,3171.745214,4620.032786,1478.379178,2274.884079,5018.529816
2008,254,700,1387.022847,2730.681636,3217.016471,1467.247166,3147.183009,4574.314389,1484.949108,2292.881804,4962.370913
2008,254,800,1374.092918,2703.098288,3173.638328,1470.513175,3118.934249,4494.934653,1728.86438,2342.654644,4899.041906
2008,254,900,1323.980619,2658.629001,3147.67469,1418.160194,3081.354579,4456.088582,1652.145856,2318.585806,4857.101949
2008,254,1000,1326.478067,2647.669641,3147.94928,1422.026772,3089.748252,4439.309406,1634.271736,2315.867027,4846.172364
2008,254,1100,1344.511965,2655.881263,3158.328764,1440.515757,3110.149491,4437.625065,1636.505468,2332.805226,4845.835485
2008,254,1200,1368.726891,2670.491638,3169.147591,1504.042847,3139.495424,4443.94534,1655.820827,2350.70633,4840.870206
2008,254,1300,1419.670936,2674.705521,3198.162306,1559.229498,3153.833973,4461.331584,1710.00395,2383.194116,4863.15158
2008,254,1400,1473.226399,2727.829775,3256.65651,1611.354147,3239.575541,4507.379532,1787.586364,2466.387898,4921.592156
2008,254,1500,1519.557261,2795.645754,3355.104412,1659.700201,3363.511117,4618.127029,1815.520413,2585.765235,5012.438351
2008,254,1600,1539.561885,2870.280662,3447.337376,1621.864976,3412.342507,4735.287215,1878.308955,2701.280943,5124.18081
2008,254,1700,1519.997894,2916.330353,3528.977082,1638.385208,3450.433182,4846.247185,1934.40262,2747.041169,5256.074822
2008,254,1800,1499.288842,2976.245499,3576.556997,1685.303924,3529.295532,4940.426082,1792.544614,2712.038902,5320.434922
2008,254,1900,1491.307053,2948.89883,3593.762888,1607.051516,3481.511952,4982.466574,1734.731855,2661.124791,5363.355292
2008,254,2000,1495.793156,2939.093904,3576.556997,1591.215098,3421.268378,4974.648415,1741.129686,2631.826115,5380.171045
2008,254,2100,1456.376027,2903.041062,3553.672079,1548.23278,3358.538624,4934.028298,1626.898968,2553.172669,5372.591084
2008,254,2200,1418.098273,2875.206688,3507.592639,1561.994849,3315.942364,4898.826256,1543.277373,2479.954542,5329.557007
2008,254,2300,1379.093818,2849.228359,3464.78192,1585.095358,3325.043309,4868.740111,1449.049225,2409.337513,5272.99138
2008,254,2400,1371.333412,2820.092647,3422.309001,1574.454684,3322.872393,4839.281089,1422.553968,2361.346477,5219.872496
2008,255,100,1367.015459,2814.245969,3382.248601,1567.328336,3389.797206,4805.180169,1409.323834,2347.119159,5156.951688
2008,255,200,1354.360857,2777.505732,3343.171931,1553.407831,3298.278596,4764.193102,1387.363412,2302.02961,5099.639877
2008,255,300,1334.105153,2755.109705,3317.772768,1586.598834,3297.551184,4759.555271,1326.522533,2275.698238,5052.800801
2008,255,400,1310.047398,2721.327032,3287.009157,1589.044155,3300.738581,4754.98709,1282.799614,2245.279353,4998.167989
2008,255,500,1298.955508,2687.341114,3241.808588,1549.211587,3262.261296,4744.319509,1260.925991,2207.819733,4940.042361
2008,255,600,1285.721109,2642.778104,3200.774408,1517.351172,3217.381835,4692.440191,1245.336229,2171.762548,4869.517266
2008,255,700,1272.517592,2603.804556,3158.512131,1495.138722,3162.605832,4638.73642,1262.793568,2160.490424,4808.126234
2008,255,800,1251.923219,2573.839019,3118.752488,1478.736487,3115.911922,4564.712156,1460.139694,2202.824336,4755.852312
2008,255,900,1246.583414,2544.66895,3087.250251,1467.521545,3089.847768,4526.296182,1520.440502,2231.870011,4718.533384
2008,255,1000,1226.686993,2521.884995,3055.729769,1463.920973,3066.745126,4471.200763,1548.455268,2248.731335,4678.550937
2008,255,1100,1229.03272,2502.631873,3046.727471,1431.126532,3043.160966,4425.731154,1568.478769,2268.088449,4664.925952
2008,255,1200,1258.147529,2563.882977,3049.906443,1449.584319,3105.970622,4398.074633,1593.545028,2324.331256,4653.87142
2008,255,1300,1259.04862,2548.314698,3044.184292,1430.237763,3033.878892,4364.224943,1619.061872,2325.836233,4660.222915
2008,255,1400,1279.737848,2520.550617,3075.679159,1427.157516,3040.004108,4377.659558,1662.533633,2390.465868,4689.225467
2008,255,1500,1291.516396,2556.796171,3103.886322,1419.48778,3076.280465,4393.987499,1677.169229,2458.871174,4748.157171
2008,255,1600,1283.032765,2570.388485,3126.337794,1411.202943,3069.917386,4411.861293,1634.047273,2452.434643,4794.180772
2008,255,1700,1279.914607,2564.278144,3138.058897,1403.178031,3047.545711,4420.499806,1602.619277,2433.615387,4822.789131
2008,255,1800,1270.93545,2557.996941,3129.046831,1411.866775,3029.238777,4399.280366,1610.614729,2414.841414,4841.271402
2008,255,1900,1268.76435,2563.080928,3113.405733,1431.893593,3037.746708,4392.453028,1588.115895,2385.106896,4836.949473
2008,255,2000,1267.08064,2553.198864,3089.547773,1421.644822,3020.204307,4373.522557,1587.866079,2352.325566,4816.965621
2008,255,2100,1258.58603,2543.41908,3071.997079,1413.609011,3011.754163,4340.060414,1441.896813,2326.584443,4781.88211
2008,255,2200,1304.808925,2586.425382,3049.891332,1453.33914,3094.877653,4292.800228,1374.220314,2535.44598,4748.650879
2008,255,2300,1362.780198,2618.489172,3025.486404,1501.22837,3128.380866,4272.926363,1387.666382,2582.796482,4711.514212
2008,255,2400,1384.965479,2624.660987,3002.06447,1498.482607,3127.948052,4238.966641,1419.252813,2585.56673,4670.439857
2008,256,100,1399.746794,2623.37834,2985.426188,1507.121357,3130.778325,4223.092104,1431.842492,2573.015514,4637.146338
2008,256,200,1499.328885,2666.745057,2968.898847,1587.039862,3163.481991,4199.35469,1471.21634,2593.224303,4604.192645
2008,256,300,1802.22117,2769.981242,2962.258019,1784.975421,3267.794419,4190.479583,1605.53248,2640.32391,4591.190002
2008,256,400,2094.425394,2971.341719,2971.82258,2170.61301,3490.891567,4213.33946,1828.094138,2782.166251,4600.033628
2008,256,500,2231.428456,3161.944763,2991.033711,2414.235106,3729.814075,4242.587093,1980.670297,2961.764389,4607.265837
2008,256,600,2323.071961,3325.975544,3032.223062,2563.561209,3964.751612,4296.69413,2073.398365,3104.191845,4631.648097
2008,256,700,2400.471457,3508.896136,3084.28192,2765.582755,4188.52286,4366.937232,2155.17655,3251.03656,4662.109106
2008,256,800,2438.060263,3670.054785,3146.121509,2928.317094,4418.784741,4443.791947,2275.483253,3413.419409,4701.494827
2008,256,900,2478.911602,3813.60166,3214.075967,3012.613026,4619.983702,4529.842647,2418.537816,3489.622742,4753.220307
2008,256,1000,2549.998961,3959.287728,3297.621951,3076.69851,4842.345539,4630.782213,2522.70134,3632.16709,4804.919987
2008,256,1100,2577.435352,4112.277799,3386.870366,3185.877228,5087.527399,4731.672455,2638.377089,3895.286122,4877.732469
2008,256,1200,2586.466952,4246.633692,3486.653068,3297.119949,5325.678134,4840.191147,2748.775664,4091.087543,4951.37222
2008,256,1300,2597.029119,4364.453925,3597.84303,3386.35328,5539.92668,4956.834243,2851.582853,4326.77,5035.920732
2008,256,1400,2626.558103,4479.351872,3701.439578,3454.081037,5710.77481,5069.921658,2956.91687,4514.753386,5123.072131
2008,256,1500,2678.749174,4594.899172,3831.772484,3499.667506,5840.228109,5183.029942,3071.443293,4717.404934,5223.419677
2008,256,1600,2789.105258,4731.597632,3972.195542,3677.816743,6146.856155,5342.51708,3223.132419,4924.972504,5346.158432
2008,256,1700,2985.682111,4887.202227,3968.740137,3709.39188,6430.60876,5500.097376,3272.188905,5118.774529,5448.714488
2008,256,1800,3145.021703,5064.440817,3977.862407,4042.46245,6682.523197,5692.918469,3454.418995,5347.976752,5641.679055
2008,256,1900,3141.115713,5109.951859,3984.135027,4159.167949,6747.624741,5882.850301,3515.304261,5525.872461,5787.186258
2008,256,2000,3089.577891,5102.177527,3996.31427,4134.581261,6686.356393,6060.335086,3505.536561,5618.297901,5916.700003
2008,256,2100,3013.903254,5075.545897,3979.460186,4031.855185,6586.046442,6146.360853,3398.582097,5621.801353,5998.503725
2008,256,2200,2934.293563,5033.17947,3953.622601,3957.163464,6509.547326,6202.526228,3270.127509,5578.177291,6037.211266
2008,256,2300,2859.311982,4998.183653,3926.906146,3862.108309,6444.152895,6217.422953,3168.441846,5512.504584,6036.304752
2008,256,2400,2795.484212,4960.535797,3917.97443,3827.062997,6414.27529,6252.672422,3089.198546,5444.929233,6043.910144
2008,257,100,2753.32124,4931.655323,3980.035718,3764.577504,6414.94215,6267.280249,3017.777099,5378.388529,6035.884206
2008,257,200,2725.554315,4902.937944,4111.901166,3737.443452,6414.032293,6308.448895,2952.928425,5322.018432,6031.811251
2008,257,300,2689.88008,4885.336703,4258.537135,3679.47905,6372.223207,6322.842893,2871.756811,5259.060819,6016.23926
2008,257,400,2643.023681,4856.227185,4351.725818,3640.130713,6338.468967,6312.316238,2812.923859,5191.71846,5987.871029
2008,257,500,2591.146321,4825.959416,4427.805915,3591.146494,6318.738143,6316.690375,2736.22121,5122.842297,5974.563572
2008,257,600,2535.469674,4796.073913,4473.838546,3551.998531,6291.929596,6315.378134,2655.812945,5058.539906,5950.557813
2008,257,700,2493.74307,4764.211786,4504.195248,3517.767669,6275.795289,6314.94072,2593.769033,4982.829807,5921.92605
2008,257,800,2451.92011,4737.761944,4493.88395,3519.819745,6267.604201,6277.845116,2556.383208,4927.468557,5867.743454
2008,257,900,2460.63863,4727.172739,4506.603895,3582.190874,6277.069247,6265.256601,2567.225598,4903.186602,5843.069834
2008,257,1000,2531.665648,4746.083744,4543.950283,3708.406043,6345.737954,6280.466346,2625.728095,4935.806943,5834.725998
2008,257,1100,2679.680119,4795.951229,4622.1121,4021.879924,6473.895443,6330.520126,2746.939363,5010.964045,5855.604201
2008,257,1200,2863.062617,4902.824212,4750.239444,4465.311001,6708.439657,6430.774031,2949.827801,4962.676173,5920.635295
2008,257,1300,3065.988175,5081.262124,4955.272129,4837.023031,7072.297373,6621.062515,3181.441199,4997.03659,6026.455096
2008,257,1400,3282.405373,5299.077438,5216.500758,5011.202935,7481.173292,6874.337479,3407.735564,4926.136152,6186.050953
2008,257,1500,3471.712133,5457.761094,5490.120193,4988.490617,7795.008984,7181.388846,3610.752582,4661.475286,6398.945928
2008,257,1600,3522.888776,5623.230245,5748.823336,4950.332676,7962.165952,7464.184081,3719.980979,4546.253781,6639.454842
2008,257,1700,3485.776777,5735.775094,5959.8828,4896.052408,8004.557784,7683.743777,3717.449016,4499.27712,6875.150516
2008,257,1800,3331.793578,5792.215485,6098.492646,4594.852363,7942.638371,7852.604683,3591.316698,4448.729479,7060.104255
2008,257,1900,3182.017284,5783.43994,6127.021576,4320.542952,7779.317495,7910.574186,3406.702022,4351.078545,7179.104538
2008,257,2000,3044.050894,5720.709791,6073.912275,4051.48315,7570.483997,7866.437144,3228.666675,4191.891518,7232.618167
2008,257,2100,2926.652339,5624.927803,5975.487962,3837.605656,7372.630789,7772.161496,3059.9952,3967.436956,7227.788709
2008,257,2200,2831.032156,5531.630548,5853.908012,3711.183399,7181.299412,7642.49979,2909.954953,3801.330036,7178.313942
2008,257,2300,2758.620291,5466.370779,5752.81502,3602.617571,7041.362217,7542.760807,2761.495109,3667.069183,7112.91464
2008,257,2400,2695.422629,5398.088024,5647.182456,3507.349958,6917.211418,7427.927531,2644.466895,3556.250851,7048.363065
2008,258,100,2632.044417,5323.204327,5573.923812,3400.268097,6782.996769,7329.210807,2547.78687,3461.353974,6968.004163
2008,258,200,2576.148678,5260.693086,5493.177905,3334.024308,6674.810469,7219.50752,2471.824507,3375.378755,6884.899365
2008,258,300,2533.501791,5191.715828,5413.738601,3256.073685,6583.978727,7103.394254,2421.627619,3300.675528,6802.933469
2008,258,400,2499.519718,5137.504273,5340.475166,3194.631843,6507.669692,7004.123309,2369.587717,3229.405855,6727.360165
2008,258,500,2465.778378,5084.288532,5282.623391,3130.298991,6433.480629,6919.707084,2310.17947,3159.751469,6651.229205
2008,258,600,2425.223136,5033.662437,5212.676039,3100.24755,6379.750462,6841.814393,2276.655484,3092.180857,6575.489672
2008,258,700,2414.173659,4972.682368,5158.962457,2978.99916,6285.778053,6755.839576,2250.748713,3051.363637,6510.570442
2008,258,800,2360.822519,4912.213173,5076.219602,2917.422182,6195.172854,6623.550949,2259.541949,3047.259274,6410.325729
2008,258,900,2353.501957,4868.450237,5017.242378,2945.398485,6129.824759,6527.99802,2338.053966,2999.519528,6341.239557
2008,258,1000,2406.573189,4848.405464,4992.92941,2954.77215,6119.473286,6459.236271,2447.428636,3019.600237,6313.759963
2008,258,1100,2553.434621,4847.002109,5024.137893,3095.561863,6152.026099,6421.631435,2660.120157,3095.079448,6315.215104
2008,258,1200,2714.625836,4919.787685,5132.889905,3324.067371,6298.450899,6450.412115,2982.943061,3234.25606,6360.482754
2008,258,1300,2894.784263,5074.149123,5314.689919,3483.051944,6549.107963,6557.294978,3350.405061,3469.426327,6486.4554
2008,258,1400,3082.343812,5261.284125,5545.073483,3650.986608,6856.504228,6738.766352,3671.260714,3729.065338,6658.247455
2008,258,1500,3200.131979,5399.795192,5772.645176,3734.853833,7079.044693,6951.620935,3809.380169,3967.405364,6868.252974
2008,258,1600,3239.021123,5546.825248,5999.976557,3739.001267,7210.907956,7156.660882,3915.528951,4155.211043,7106.61622
2008,258,1700,3172.116265,5671.309871,6188.485401,3610.39085,7289.515856,7333.757307,3909.322965,4269.277455,7321.634933
2008,258,1800,3026.176932,5751.724586,6297.977516,3369.826728,7266.385308,7450.906382,3782.835391,4299.609989,7514.73919
2008,258,1900,2895.420531,5736.668234,6314.855189,3159.057282,7121.178521,7506.291784,3618.474998,4249.494372,7637.535627
2008,258,2000,2781.656668,5665.639848,6223.838158,3010.524776,6929.293358,7468.349538,3458.816324,4118.963777,7692.821557
2008,258,2100,2699.208253,5567.346011,6099.12457,2909.81571,6722.547714,7345.492134,3259.86697,3912.8613,7673.706993
2008,258,2200,2628.036305,5455.892411,5946.412801,2845.725408,6536.620458,7227.467419,3060.199681,3759.357723,7599.084247
2008,258,2300,2572.689561,5357.341755,5798.23434,2779.159851,6380.019654,7100.078962,2905.868887,3623.16882,7517.489139
2008,258,2400,2492.472745,5261.005455,5655.041429,2702.989848,6225.903187,6963.682061,2780.572974,3492.889383,7407.726675
